"","X","schlcode","c_size","c_boys","c_girls","c_numcl","c_pik","c_status","c_leom","c_tip","c_num5rd","c_type","flgrm5","mrkgrm5","ngrm5","flmth5","mrkmth5","nmth5","towncode","popcode","tip_a","grade","classid","classize","X_type_","X_freq_","cohsize","mathsize","avgmath","passmath","verbsize","avgverb","passverb","studchk","misskov2","missagg","nmiss_k","nmiss_a","classct","math_n","flmath_n","nmath_n","verb_n","flverb_n","nverb_n","impute","nverb_m","nmath_m","tip_s","townid","tipuach"
"1653",1653,51332,107,58,49,19,1,1,1,1,3,3,20.5900001525879,79,102,14.710000038147,73,102,26500,11,4,5,1,35,0,3,107,34,76.2099990844727,17.6000003814697,34,78.5899963378906,20.6000003814697,1,0,0,0,0,3,72.5115127563477,16.9547176361084,106,77.39453125,22.6377353668213,106,0,NA,NA,4,26500,4
"1654",1654,51332,107,58,49,19,1,1,1,1,3,3,20.5900001525879,79,102,14.710000038147,73,102,26500,11,4,5,2,36,0,3,107,36,72.5299987792969,19.3999996185303,36,76.5800018310547,22.2000007629395,1,0,0,0,0,3,72.5115127563477,16.9547176361084,106,77.39453125,22.6377353668213,106,0,NA,NA,4,26500,4
"1655",1655,51332,107,58,49,19,1,1,1,1,3,3,20.5900001525879,79,102,14.710000038147,73,102,26500,11,4,5,3,36,0,3,107,36,69,13.8999996185303,36,77.0800018310547,25,1,0,0,0,0,3,72.5115127563477,16.9547176361084,106,77.39453125,22.6377353668213,106,0,NA,NA,4,26500,4
"1656",1656,51333,119,66,53,21,1,1,1,1,4,3,15.6899995803833,78,102,12.75,74,102,64006,11,6,5,1,36,0,3,108,34,71.3199996948242,14.6999998092651,34,75.120002746582,20.6000003814697,1,0,0,0,0,3,74.3214721679688,12.7450981140137,102,77.8046112060547,15.6911764144897,102,0,NA,NA,6,64006,6
"1657",1657,51333,119,66,53,21,1,1,1,1,4,3,15.6899995803833,78,102,12.75,74,102,64006,11,6,5,2,34,0,3,108,31,75.6100006103516,9.69999980926514,31,80.4800033569336,9.69999980926514,1,0,0,0,0,3,74.3214721679688,12.7450981140137,102,77.8046112060547,15.6911764144897,102,0,NA,NA,6,64006,6
"1658",1658,51333,119,66,53,21,1,1,1,1,4,3,15.6899995803833,78,102,12.75,74,102,64006,11,6,5,3,38,0,3,108,37,76,13.5,37,78.0299987792969,16.2000007629395,1,0,0,0,0,3,74.3214721679688,12.7450981140137,102,77.8046112060547,15.6911764144897,102,0,NA,NA,6,64006,6
"1659",1659,51334,119,59,60,21,1,1,1,1,3,3,7.69000005722046,86,104,9.61999988555908,75,104,50005,11,0,5,1,39,0,3,119,34,74.9100036621094,8.80000019073486,34,86.8199996948242,5.90000009536743,1,0,0,0,0,3,75.4128875732422,9.60769271850586,104,86.169807434082,7.72499990463257,104,0,NA,NA,0,50005,0
"1660",1660,51334,119,59,60,21,1,1,1,1,3,3,7.69000005722046,86,104,9.61999988555908,75,104,50005,11,0,5,2,38,0,3,119,34,72.879997253418,11.8000001907349,34,86.7900009155273,11.8000001907349,1,0,0,0,0,3,75.4128875732422,9.60769271850586,104,86.169807434082,7.72499990463257,104,0,NA,NA,0,50005,0
"1661",1661,51334,119,59,60,21,1,1,1,1,3,3,7.69000005722046,86,104,9.61999988555908,75,104,50005,11,0,5,3,42,0,3,119,36,78.2799987792969,8.30000019073486,36,84.9700012207031,5.59999990463257,1,0,0,0,0,3,75.4128875732422,9.60769271850586,104,86.169807434082,7.72499990463257,104,0,NA,NA,0,50005,0
"1662",1662,51335,72,30,42,16,1,1,1,1,2,2,15.2799997329712,78,72,16.6700000762939,71,72,86009,11,3,5,2,36,0,2,72,36,71.5299987792969,19.3999996185303,36,79.5,11.1000003814697,1,0,0,1,0,2,71.5299987792969,19.3999996185303,36,79.5,11.1000003814697,36,0,NA,NA,3,86009,3
"1663",1663,51335,72,30,42,16,1,1,1,1,2,2,15.2799997329712,78,72,16.6700000762939,71,72,86009,11,3,5,1,36,0,2,72,36,70.4700012207031,13.9399995803833,36,76.5,19.4599990844727,NA,1,0,1,0,2,71.5299987792969,19.3999996185303,36,79.5,11.1000003814697,36,1,36,36,3,86009,3
"1664",1664,51338,80,43,37,17,2,1,1,2,2,2,49.3300018310547,64,75,53.3300018310547,53,75,66001,12,12,5,1,39,0,2,80,36,52.3899993896484,55.5999984741211,36,62.8600006103516,52.7999992370605,1,0,0,0,0,2,53.0919990539551,53.3639984130859,75,64.0248031616211,49.3680000305176,75,0,NA,NA,12,66001,12
"1665",1665,51338,80,43,37,17,2,1,1,2,2,2,49.3300018310547,64,75,53.3300018310547,53,75,66001,12,12,5,2,41,0,2,80,39,53.7400016784668,51.2999992370605,39,65.0999984741211,46.2000007629395,1,0,0,0,0,2,53.0919990539551,53.3639984130859,75,64.0248031616211,49.3680000305176,75,0,NA,NA,12,66001,12
"1666",1666,51339,71,39,32,22,1,1,1,3,2,2,20.8999996185303,81,67,19.3999996185303,77,67,62000,11,18,5,1,39,0,2,73,40,82.0500030517578,15,40,83.25,20,1,0,0,0,0,2,76.9240264892578,19.3925380706787,67,80.6426849365234,20.886568069458,67,0,NA,NA,18,62000,18
"1667",1667,51339,71,39,32,22,1,1,1,3,2,2,20.8999996185303,81,67,19.3999996185303,77,67,62000,11,18,5,2,34,0,2,73,27,69.3300018310547,25.8999996185303,27,76.7799987792969,22.2000007629395,1,0,0,0,0,2,76.9240264892578,19.3925380706787,67,80.6426849365234,20.886568069458,67,0,NA,NA,18,62000,18
"1668",1668,51340,67,41,26,20,1,1,1,2,3,3,18.6399993896484,74,59,11.8599996566772,71,59,50005,11,8,5,1,23,0,3,67,22,76.8600006103516,0,22,77.5899963378906,9.10000038146973,1,0,0,1,0,3,71.5650024414062,13.6499996185303,44,74.3850021362305,20.4500007629395,44,0,NA,NA,8,50005,8
"1669",1669,51340,67,41,26,20,1,1,1,2,3,3,18.6399993896484,74,59,11.8599996566772,71,59,50005,11,8,5,2,24,0,3,67,22,66.2699966430664,27.2999992370605,22,71.1800003051758,31.7999992370605,1,0,0,1,0,3,71.5650024414062,13.6499996185303,44,74.3850021362305,20.4500007629395,44,0,NA,NA,8,50005,8
"1670",1670,51340,67,41,26,20,1,1,1,2,3,3,18.6399993896484,74,59,11.8599996566772,71,59,50005,11,8,5,3,20,0,3,67,15,69.3426666259766,6.60933351516724,15,72.8706665039062,13.3306665420532,NA,1,0,1,0,3,71.5650024414062,13.6499996185303,44,74.3850021362305,20.4500007629395,44,1,15,15,8,50005,8
"1671",1671,51341,85,48,37,27,1,1,1,2,3,3,19.2299995422363,77,78,26.25,71,80,66001,11,10,5,1,29,0,3,85,27,69.1100006103516,25.8999996185303,27,73.4100036621094,25.8999996185303,1,0,0,0,0,3,70.7490005493164,26.2350006103516,80,76.8088455200195,19.2243595123291,78,0,NA,NA,10,66001,10
"1672",1672,51341,85,48,37,27,1,1,1,2,3,3,19.2299995422363,77,78,26.25,71,80,66001,11,10,5,2,28,0,3,85,26,63.5400009155273,42.2999992370605,25,75.3199996948242,24,1,0,0,0,0,3,70.7490005493164,26.2350006103516,80,76.8088455200195,19.2243595123291,78,0,NA,NA,10,66001,10
"1673",1673,51341,85,48,37,27,1,1,1,2,3,3,19.2299995422363,77,78,26.25,71,80,66001,11,10,5,3,28,0,3,85,27,79.3300018310547,11.1000003814697,26,81.7699966430664,7.69999980926514,1,0,0,0,0,3,70.7490005493164,26.2350006103516,80,76.8088455200195,19.2243595123291,78,0,NA,NA,10,66001,10
"1674",1674,51346,99,53,46,24,1,1,1,3,3,3,51.689998626709,62,89,49.4500007629395,57,91,62000,11,13,5,1,33,0,3,99,31,56.6500015258789,51.5999984741211,31,63.939998626709,41.9000015258789,1,0,0,0,0,3,56.5840644836426,49.4516487121582,91,62.0377540588379,51.6617965698242,89,0,NA,NA,13,62000,13
"1675",1675,51346,99,53,46,24,1,1,1,3,3,3,51.689998626709,62,89,49.4500007629395,57,91,62000,11,13,5,2,33,0,3,99,31,55.6800003051758,45.2000007629395,30,57.9700012207031,63.2999992370605,1,0,0,0,0,3,56.5840644836426,49.4516487121582,91,62.0377540588379,51.6617965698242,89,0,NA,NA,13,62000,13
"1676",1676,51346,99,53,46,24,1,1,1,3,3,3,51.689998626709,62,89,49.4500007629395,57,91,62000,11,13,5,3,33,0,3,99,29,57.4799995422363,51.7000007629395,28,64.2900009155273,50,1,0,0,0,0,3,56.5840644836426,49.4516487121582,91,62.0377540588379,51.6617965698242,89,0,NA,NA,13,62000,13
"1677",1677,51347,154,88,66,28,1,1,1,1,4,4,36.1800003051758,71,152,27.6299991607666,65,152,66001,11,4,5,1,38,0,4,154,37,65,24.2999992370605,37,67.4899978637695,43.2000007629395,1,0,0,0,0,4,64.5605239868164,27.6098690032959,152,71.0061187744141,36.1519737243652,152,0,NA,NA,4,66001,4
"1678",1678,51347,154,88,66,28,1,1,1,1,4,4,36.1800003051758,71,152,27.6299991607666,65,152,66001,11,4,5,2,39,0,4,154,39,60.3600006103516,25.6000003814697,39,74.8199996948242,33.2999992370605,1,0,0,0,0,4,64.5605239868164,27.6098690032959,152,71.0061187744141,36.1519737243652,152,0,NA,NA,4,66001,4
"1679",1679,51347,154,88,66,28,1,1,1,1,4,4,36.1800003051758,71,152,27.6299991607666,65,152,66001,11,4,5,3,40,0,4,154,39,64.3600006103516,35.9000015258789,39,70.0500030517578,41,1,0,0,0,0,4,64.5605239868164,27.6098690032959,152,71.0061187744141,36.1519737243652,152,0,NA,NA,4,66001,4
"1680",1680,51347,154,88,66,28,1,1,1,1,4,4,36.1800003051758,71,152,27.6299991607666,65,152,66001,11,4,5,4,37,0,4,154,37,68.7600021362305,24.2999992370605,37,71.5100021362305,27,1,0,0,0,0,4,64.5605239868164,27.6098690032959,152,71.0061187744141,36.1519737243652,152,0,NA,NA,4,66001,4
"1681",1681,51352,118,63,55,20,1,1,1,1,3,3,9.27999973297119,83,97,4.11999988555908,82,97,64006,11,3,5,1,39,0,3,118,34,82.0599975585938,0,34,83.2900009155273,11.8000001907349,1,0,0,0,0,3,81.5481414794922,4.15567016601562,97,83.0921630859375,9.31443309783936,97,0,NA,NA,3,64006,3
"1682",1682,51352,118,63,55,20,1,1,1,1,3,3,9.27999973297119,83,97,4.11999988555908,82,97,64006,11,3,5,2,39,0,3,118,32,82.629997253418,6.30000019073486,32,84.25,6.30000019073486,1,0,0,0,0,3,81.5481414794922,4.15567016601562,97,83.0921630859375,9.31443309783936,97,0,NA,NA,3,64006,3
"1683",1683,51352,118,63,55,20,1,1,1,1,3,3,9.27999973297119,83,97,4.11999988555908,82,97,64006,11,3,5,3,40,0,3,118,31,79.870002746582,6.5,31,81.6800003051758,9.69999980926514,1,0,0,0,0,3,81.5481414794922,4.15567016601562,97,83.0921630859375,9.31443309783936,97,0,NA,NA,3,64006,3
"1684",1684,51353,70,36,34,17,1,1,1,1,2,2,32.810001373291,72,64,44.7799987792969,61,67,66001,11,9,5,2,34,0,2,70,34,56.7900009155273,44.0999984741211,33,73.8499984741211,39.4000015258789,1,0,0,1,0,2,56.7900009155273,44.0999984741211,34,73.8499984741211,39.4000015258789,33,0,NA,NA,9,66001,9
"1685",1685,51353,70,36,34,17,1,1,1,1,2,2,32.810001373291,72,64,44.7799987792969,61,67,66001,11,9,5,1,36,0,2,70,33,65.3375778198242,45.4806060791016,31,70.030647277832,25.7948379516602,NA,1,0,1,0,2,56.7900009155273,44.0999984741211,34,73.8499984741211,39.4000015258789,33,1,31,33,9,66001,9
"1686",1686,51354,104,55,49,21,1,1,1,1,3,3,22.4500007629395,73,98,32.6500015258789,61,98,62000,11,6,5,1,34,0,3,104,32,65.5,28.1000003814697,32,73.6900024414062,21.8999996185303,1,0,0,1,0,3,62.8904609680176,32.3138465881348,65,72.2786178588867,20.0215377807617,65,0,NA,NA,6,62000,6
"1687",1687,51354,104,55,49,21,1,1,1,1,3,3,22.4500007629395,73,98,32.6500015258789,61,98,62000,11,6,5,2,35,0,3,104,33,60.3600006103516,36.4000015258789,33,70.9100036621094,18.2000007629395,1,0,0,1,0,3,62.8904609680176,32.3138465881348,65,72.2786178588867,20.0215377807617,65,0,NA,NA,6,62000,6
"1688",1688,51354,104,55,49,21,1,1,1,1,3,3,22.4500007629395,73,98,32.6500015258789,61,98,62000,11,6,5,3,35,0,3,104,33,57.2763633728027,33.3121223449707,33,74.4209060668945,27.2333335876465,NA,1,0,1,0,3,62.8904609680176,32.3138465881348,65,72.2786178588867,20.0215377807617,65,1,33,33,6,62000,6
"1689",1689,51356,27,11,16,6,2,1,1,3,1,1,30.7700004577637,70,26,34.6199989318848,56,26,26500,12,23,5,1,27,0,1,27,26,56.1199989318848,34.5999984741211,26,69.7300033569336,30.7999992370605,1,0,0,0,0,1,56.1199989318848,34.5999984741211,26,69.7300033569336,30.7999992370605,26,0,NA,NA,23,26500,23
"1690",1690,51360,99,43,56,24,1,1,1,1,3,3,12.7700004577637,79,94,7.44999980926514,73,94,66001,11,3,5,1,30,0,3,98,30,71.9700012207031,6.69999980926514,30,80.2300033569336,6.69999980926514,1,0,0,1,0,3,72.3684616088867,10.7923078536987,65,78.7546157836914,10.7923078536987,65,0,NA,NA,3,66001,3
"1691",1691,51360,99,43,56,24,1,1,1,1,3,3,12.7700004577637,79,94,7.44999980926514,73,94,66001,11,3,5,3,35,0,3,98,35,72.7099990844727,14.3000001907349,35,77.4899978637695,14.3000001907349,1,0,0,1,0,3,72.3684616088867,10.7923078536987,65,78.7546157836914,10.7923078536987,65,0,NA,NA,3,66001,3
"1692",1692,51360,99,43,56,24,1,1,1,1,3,3,12.7700004577637,79,94,7.44999980926514,73,94,66001,11,3,5,2,33,0,3,98,29,74.4155197143555,NA,29,79.5500030517578,17.2027587890625,NA,1,0,1,0,3,72.3684616088867,10.7923078536987,65,78.7546157836914,10.7923078536987,65,1,29,29,3,66001,3
"1693",1693,51361,74,37,37,20,1,1,1,1,2,2,18.3099994659424,79,71,28.1700000762939,69,71,66001,11,5,5,1,37,0,2,74,34,65.7900009155273,35.2999992370605,34,76.7600021362305,26.5,1,0,0,0,0,2,69.2502822875977,28.1605625152588,71,79.1259155273438,18.3183097839355,71,0,NA,NA,5,66001,5
"1694",1694,51361,74,37,37,20,1,1,1,1,2,2,18.3099994659424,79,71,28.1700000762939,69,71,66001,11,5,5,2,37,0,2,74,37,72.4300003051758,21.6000003814697,37,81.3000030517578,10.8000001907349,1,0,0,0,0,2,69.2502822875977,28.1605625152588,71,79.1259155273438,18.3183097839355,71,0,NA,NA,5,66001,5
"1695",1695,51364,63,32,31,12,1,1,1,2,2,2,18.6399993896484,77,59,17.4599990844727,73,63,64006,11,9,5,1,31,0,2,63,30,73.3000030517578,23.2999992370605,29,76.1699981689453,20.7000007629395,1,0,0,0,0,2,73.4623794555664,17.4333324432373,63,76.8818664550781,18.6661014556885,59,0,NA,NA,9,64006,9
"1696",1696,51364,63,32,31,12,1,1,1,2,2,2,18.6399993896484,77,59,17.4599990844727,73,63,64006,11,9,5,2,32,0,2,63,33,73.6100006103516,12.1000003814697,30,77.5699996948242,16.7000007629395,1,0,0,0,0,2,73.4623794555664,17.4333324432373,63,76.8818664550781,18.6661014556885,59,0,NA,NA,9,64006,9
"1697",1697,51365,68,31,37,18,1,1,1,0,2,2,7.80999994277954,87,64,10.9399995803833,73,64,50005,11,0,5,1,34,0,2,68,32,70.2200012207031,15.6000003814697,32,85.9700012207031,9.39999961853027,1,0,0,1,0,2,70.2200012207031,15.6000003814697,32,85.9700012207031,9.39999961853027,32,0,NA,NA,0,50005,0
"1698",1698,51365,68,31,37,18,1,1,1,0,2,2,7.80999994277954,87,64,10.9399995803833,73,64,50005,11,0,5,2,34,0,2,68,32,75.7799987792969,6.28000020980835,32,88.0299987792969,6.21999979019165,NA,1,0,1,0,2,70.2200012207031,15.6000003814697,32,85.9700012207031,9.39999961853027,32,1,32,32,0,50005,0
"1699",1699,51367,12,12,0,6,2,1,1,NA,1,1,50,74,12,25,65,12,62000,12,24,5,1,12,0,1,12,12,64.4199981689453,25,12,74,50,1,0,0,0,0,1,64.4199981689453,25,12,74,50,12,0,NA,NA,24,62000,24
"1700",1700,51368,66,34,32,17,1,1,1,NA,2,2,0,89,62,8.0600004196167,79,62,50005,11,1,5,1,32,0,2,66,30,77.8000030517578,10,30,88.0699996948242,0,1,0,0,0,0,2,78.744514465332,8.09032249450684,62,88.7254867553711,0,62,0,NA,NA,1,50005,1
"1701",1701,51368,66,34,32,17,1,1,1,NA,2,2,0,89,62,8.0600004196167,79,62,50005,11,1,5,2,34,0,2,66,32,79.629997253418,6.30000019073486,32,89.3399963378906,0,1,0,0,0,0,2,78.744514465332,8.09032249450684,62,88.7254867553711,0,62,0,NA,NA,1,50005,1
"1702",1702,51369,76,33,43,19,1,1,1,NA,3,3,25,72,60,30,63,60,62000,11,10,5,1,23,0,3,76,23,56.9599990844727,43.5,22,69.7300033569336,54.5,1,0,0,0,0,3,58.2704277038574,38.5828590393066,70,69.1011581420898,33.3246383666992,69,0,NA,NA,10,62000,10
"1703",1703,51369,76,33,43,19,1,1,1,NA,3,3,25,72,60,30,63,60,62000,11,10,5,2,27,0,3,76,26,63.4199981689453,38.5,26,68.1500015258789,23.1000003814697,1,0,0,0,0,3,58.2704277038574,38.5828590393066,70,69.1011581420898,33.3246383666992,69,0,NA,NA,10,62000,10
"1704",1704,51369,76,33,43,19,1,1,1,NA,3,3,25,72,60,30,63,60,62000,11,10,5,3,26,0,3,76,21,53.3300018310547,33.2999992370605,21,69.620002746582,23.7999992370605,1,0,0,0,0,3,58.2704277038574,38.5828590393066,70,69.1011581420898,33.3246383666992,69,0,NA,NA,10,62000,10
"1705",1705,51371,142,71,71,24,1,1,1,NA,4,4,16.2999992370605,76,135,21.3199996948242,73,136,66001,11,4,5,1,37,0,4,142,37,76.7600021362305,13.5,37,75.5899963378906,8.10000038146973,1,0,0,0,0,4,73.1719818115234,21.3147068023682,136,76.160888671875,16.2718524932861,135,0,NA,NA,4,66001,4
"1706",1706,51371,142,71,71,24,1,1,1,NA,4,4,16.2999992370605,76,135,21.3199996948242,73,136,66001,11,4,5,2,37,0,4,142,35,69.4599990844727,20,35,77.9400024414062,17.1000003814697,1,0,0,0,0,4,73.1719818115234,21.3147068023682,136,76.160888671875,16.2718524932861,135,0,NA,NA,4,66001,4
"1707",1707,51371,142,71,71,24,1,1,1,NA,4,4,16.2999992370605,76,135,21.3199996948242,73,136,66001,11,4,5,3,38,0,4,142,35,73.8300018310547,31.3999996185303,35,77.370002746582,17.1000003814697,1,0,0,0,0,4,73.1719818115234,21.3147068023682,136,76.160888671875,16.2718524932861,135,0,NA,NA,4,66001,4
"1708",1708,51371,142,71,71,24,1,1,1,NA,4,4,16.2999992370605,76,135,21.3199996948242,73,136,66001,11,4,5,4,30,0,4,142,29,72.2799987792969,20.7000007629395,28,73.1800003051758,25,1,0,0,0,0,4,73.1719818115234,21.3147068023682,136,76.160888671875,16.2718524932861,135,0,NA,NA,4,66001,4
"1709",1709,51372,106,51,55,30,1,1,1,NA,3,3,27.2700004577637,75,99,33.3300018310547,65,102,66001,11,9,5,1,34,0,3,106,32,57.1599998474121,37.5,31,71.3899993896484,35.5,1,0,0,0,0,3,64.6896057128906,33.3176460266113,102,74.7565689086914,27.2646465301514,99,0,NA,NA,9,66001,9
"1710",1710,51372,106,51,55,30,1,1,1,NA,3,3,27.2700004577637,75,99,33.3300018310547,65,102,66001,11,9,5,2,37,0,3,106,37,70.1399993896484,21.6000003814697,37,77.0800018310547,32.4000015258789,1,0,0,0,0,3,64.6896057128906,33.3176460266113,102,74.7565689086914,27.2646465301514,99,0,NA,NA,9,66001,9
"1711",1711,51372,106,51,55,30,1,1,1,NA,3,3,27.2700004577637,75,99,33.3300018310547,65,102,66001,11,9,5,3,35,0,3,106,33,65.879997253418,42.4000015258789,31,75.3499984741211,12.8999996185303,1,0,0,0,0,3,64.6896057128906,33.3176460266113,102,74.7565689086914,27.2646465301514,99,0,NA,NA,9,66001,9
"1712",1712,51375,28,11,17,10,1,1,1,NA,1,1,59.0900001525879,58,22,34.7799987792969,55,23,24000,11,16,5,1,28,0,1,28,23,54.5200004577637,34.7999992370605,22,57.5900001525879,59.0999984741211,1,0,0,0,0,1,54.5200004577637,34.7999992370605,23,57.5900001525879,59.0999984741211,22,0,NA,NA,16,24000,16
"1713",1713,51412,37,20,17,8,1,1,1,NA,1,1,21.6200008392334,72,37,40.5400009155273,67,37,66001,11,3,5,1,37,0,1,37,37,66.9700012207031,40.5,37,71.7799987792969,21.6000003814697,1,0,0,0,0,1,66.9700012207031,40.5,37,71.7799987792969,21.6000003814697,37,0,NA,NA,3,66001,3
"1714",1714,61001,55,27,28,13,2,2,1,1,2,2,32.0800018310547,68,53,35.8499984741211,60,53,4002,12,45,5,1,28,0,2,55,27,62,37,27,63.5900001525879,44.4000015258789,1,0,0,0,0,2,59.5275459289551,35.8226432800293,53,68.1473617553711,32.0377349853516,53,0,NA,NA,45,4002,45
"1715",1715,61001,55,27,28,13,2,2,1,1,2,2,32.0800018310547,68,53,35.8499984741211,60,53,4002,12,45,5,2,27,0,2,55,26,56.9599990844727,34.5999984741211,26,72.879997253418,19.2000007629395,1,0,0,0,0,2,59.5275459289551,35.8226432800293,53,68.1473617553711,32.0377349853516,53,0,NA,NA,45,4002,45
"1716",1716,61003,69,40,29,15,1,1,1,2,3,2,27.7800006866455,76,54,16.6700000762939,64,54,26005,11,10,5,1,29,0,2,55,28,66.3199996948242,10.6999998092651,28,78.6399993896484,17.8999996185303,1,0,0,0,0,2,64.4614791870117,16.6703701019287,54,76.0351867675781,27.8185176849365,54,0,NA,NA,10,26005,10
"1717",1717,61003,69,40,29,15,1,1,1,2,3,2,27.7800006866455,76,54,16.6700000762939,64,54,26005,11,10,5,2,26,0,2,55,26,62.4599990844727,23.1000003814697,26,73.2300033569336,38.5,1,0,0,0,0,2,64.4614791870117,16.6703701019287,54,76.0351867675781,27.8185176849365,54,0,NA,NA,10,26005,10
"1718",1718,61004,18,9,9,8,2,1,1,4,1,1,11.7600002288818,74,17,5.88000011444092,71,17,26005,12,14,5,1,18,0,1,18,17,70.7600021362305,5.90000009536743,17,73.879997253418,11.8000001907349,1,0,0,0,0,1,70.7600021362305,5.90000009536743,17,73.879997253418,11.8000001907349,17,0,NA,NA,14,26005,14
"1719",1719,61005,49,28,21,11,1,2,1,5,2,1,18.4200000762939,76,38,18.4200000762939,67,38,7724,11,26,5,1,38,0,1,38,38,66.5800018310547,18.3999996185303,38,76.1800003051758,18.3999996185303,1,0,0,0,0,1,66.5800018310547,18.3999996185303,38,76.1800003051758,18.3999996185303,38,0,NA,NA,26,7724,26
"1720",1720,61006,24,12,12,8,1,2,1,5,1,1,36.8400001525879,64,19,28.5699996948242,68,21,315,11,33,5,1,24,0,1,24,21,67.4800033569336,28.6000003814697,19,64.0500030517578,36.7999992370605,1,0,0,0,0,1,67.4800033569336,28.6000003814697,21,64.0500030517578,36.7999992370605,19,0,NA,NA,33,315,33
"1721",1721,61007,44,28,16,12,1,2,1,5,2,1,20,72,35,19.4400005340576,69,36,315,11,32,5,1,36,0,1,36,36,68.8600006103516,19.3999996185303,35,71.8000030517578,20,1,0,0,0,0,1,68.8600006103516,19.3999996185303,36,71.8000030517578,20,35,0,NA,NA,32,315,32
"1722",1722,61008,33,16,17,9,2,2,1,7,2,1,36.3600006103516,74,22,45.4500007629395,58,22,315,12,50,5,1,24,0,1,24,22,58.0900001525879,45.5,22,74.1399993896484,36.4000015258789,1,0,0,0,0,1,58.0900001525879,45.5,22,74.1399993896484,36.4000015258789,22,0,NA,NA,50,315,50
"1723",1723,61009,88,49,39,15,1,2,1,3,3,2,18.8400001525879,76,69,27.5400009155273,62,69,703,11,15,5,1,41,0,2,81,34,63.1800003051758,29.3999996185303,34,76.2099990844727,17.6000003814697,1,0,0,1,0,2,63.1800003051758,29.3999996185303,34,76.2099990844727,17.6000003814697,34,0,NA,NA,15,703,15
"1724",1724,61009,88,49,39,15,1,2,1,3,3,2,18.8400001525879,76,69,27.5400009155273,62,69,703,11,15,5,2,40,0,2,81,35,60.8537139892578,25.7331428527832,35,75.7959976196289,20.0445709228516,NA,1,0,1,0,2,63.1800003051758,29.3999996185303,34,76.2099990844727,17.6000003814697,34,1,35,35,15,703,15
"1725",1725,61012,61,27,34,19,1,1,1,1,2,2,13.789999961853,79,58,15.5200004577637,70,58,71001,11,7,5,1,29,0,2,61,29,71.7900009155273,10.3000001907349,29,80.7600021362305,17.2000007629395,1,0,0,0,0,2,70.3949966430664,15.5,58,79.0500030517578,13.75,58,0,NA,NA,7,71001,7
"1726",1726,61012,61,27,34,19,1,1,1,1,2,2,13.789999961853,79,58,15.5200004577637,70,58,71001,11,7,5,2,32,0,2,61,29,69,20.7000007629395,29,77.3399963378906,10.3000001907349,1,0,0,0,0,2,70.3949966430664,15.5,58,79.0500030517578,13.75,58,0,NA,NA,7,71001,7
"1727",1727,61013,36,21,15,15,1,1,1,6,2,2,41.6699981689453,66,36,25,66,36,71001,11,32,5,2,18,0,2,36,18,64.2200012207031,11.1000003814697,18,64.1100006103516,38.9000015258789,1,0,0,1,0,2,64.2200012207031,11.1000003814697,18,64.1100006103516,38.9000015258789,18,0,NA,NA,32,71001,32
"1728",1728,61013,36,21,15,15,1,1,1,6,2,2,41.6699981689453,66,36,25,66,36,71001,11,32,5,1,18,0,2,36,18,67.7799987792969,38.9000015258789,18,67.8899993896484,44.439998626709,NA,1,0,1,0,2,64.2200012207031,11.1000003814697,18,64.1100006103516,38.9000015258789,18,1,18,18,32,71001,32
"1729",1729,61016,61,27,34,17,1,1,1,4,2,2,31.9099998474121,69,47,34.0400009155273,68,47,71001,11,28,5,1,30,0,2,61,23,69.9599990844727,21.7000007629395,23,69,26.1000003814697,1,0,0,0,0,2,68.3872375488281,34.0063819885254,47,68.576171875,31.9212760925293,47,0,NA,NA,28,71001,28
"1730",1730,61016,61,27,34,17,1,1,1,4,2,2,31.9099998474121,69,47,34.0400009155273,68,47,71001,11,28,5,2,31,0,2,61,24,66.879997253418,45.7999992370605,24,68.1699981689453,37.5,1,0,0,0,0,2,68.3872375488281,34.0063819885254,47,68.576171875,31.9212760925293,47,0,NA,NA,28,71001,28
"1731",1731,61018,66,30,36,19,2,1,1,3,2,2,15.3800001144409,79,65,27.6900005340576,71,65,71001,12,14,5,1,34,0,2,66,33,76.5500030517578,18.2000007629395,33,79.8499984741211,12.1000003814697,1,0,0,0,0,2,71.1100006103516,27.7015380859375,65,79.2149200439453,15.3984613418579,65,0,NA,NA,14,71001,14
